title,abstract,date_publication,keywords
Frequent elements in union-closed set families,"Abstract: The Union-Closed Sets Conjecture asks whether every union-closed set family$\mathcal{F}$ has an element contained in $\frac12 |\mathcal{F}|$ of its sets.In 2022, Nagel posed a generalisation of this problem, suggesting that the$k$th most popular element in a union-closed set family must be contained in atleast $\frac{1}{2^{k-1} + 1} |\mathcal{F}|$ sets.We combine the entropic method of Gilmer with the combinatorial arguments ofKnill to show that this is indeed the case for all $k \ge 3$, and when $k = 2$and either $|\mathcal{F}| \le 44$ or $|\mathcal{F}| \ge 114$, and characterisethe families that achieve equality.Furthermore, we show that when $|\mathcal{F}| \to \infty$, the $k$th mostfrequent element will appear in at least $\left( \frac{3 - \sqrt{5}}{2} - o(1)\right) |\mathcal{F}|$ sets, reflecting the recent progress made for theUnion-Closed Set Conjecture.",12/5/2024,"['2022', 'frac12', 'mathcal', 'combinatorial', '114']"
Counting of lattices containing up to four comparable reducible elements  and having nullity up to three,"Abstract: In 2020 Bhavale and Waphare introduced the concept of a nullity of a poset asnullity of its cover graph. According to Bhavale and Waphare, if a dismantlablelattice of nullity k contains r reducible elements then 2 $\leq$ r $\leq$ 2k.In 2003 Pawar and Waphare counted all non-isomorphic lattices with equal numberof elements and edges, which are precisely the lattices of nullity one.Recently, Bhavale and Aware counted all non-isomorphic lattices on n elementshaving nullity up to two. Bhavale and Aware also counted all non-isomorphiclattices on n elements, containing up to three reducible elements, havingnullity k $\geq$ 2. In this paper, we count up to isomorphism the class of alllattices on n elements containing four comparable reducible elements, andhaving nullity three.",12/4/2024,"['2020', '2003', '2k', 'graph', 'isomorphiclattices']"
Partial Betti splittings with applications to binomial edge ideals,"Abstract: We introduce the notion of a partial Betti splitting of a homogeneous ideal,generalizing the notion of a Betti splitting first given by Francisco, H\`a,and Van Tuyl. Given a homogeneous ideal $I$ and two ideals $J$ and $K$ suchthat $I = J+K$, a partial Betti splitting of $I$ relates some of the gradedBetti of $I$ with those of $J, K$, and $J\cap K$. As an application, we focuson the partial Betti splittings of binomial edge ideals. Using this newtechnique, we generalize results of Saeedi Madani and Kiani related to binomialedge ideals with cut edges, we describe a partial Betti splitting for allbinomial edge ideals, and we compute the total second Betti number of binomialedge ideals of trees.",12/5/2024,"['newtechnique', 'binomialedge', 'gradedbetti', 'binomial', 'generalizing']"
Robust Contraction Decomposition for Minor-Free Graphs and its  Applications,"Abstract: We prove a robust contraction decomposition theorem for $H$-minor-freegraphs, which states that given an $H$-minor-free graph $G$ and an integer $p$,one can partition in polynomial time the vertices of $G$ into $p$ sets$Z_1,\dots,Z_p$ such that $\operatorname{tw}(G/(Z_i \setminus Z')) = O(p +|Z'|)$ for all $i \in [p]$ and $Z' \subseteq Z_i$. Here,$\operatorname{tw}(\cdot)$ denotes the treewidth of a graph and $G/(Z_i\setminus Z')$ denotes the graph obtained from $G$ by contracting all edgeswith both endpoints in $Z_i \setminus Z'$.Our result generalizes earlier results by Klein [SICOMP 2008] and Demaine etal. [STOC 2011] based on partitioning $E(G)$, and some recent theorems forplanar graphs by Marx et al. [SODA 2022], for bounded-genus graphs (moregenerally, almost-embeddable graphs) by Bandyapadhyay et al. [SODA 2022], andfor unit-disk graphs by Bandyapadhyay et al. [SoCG 2022].The robust contraction decomposition theorem directly results inparameterized algorithms with running time $2^{\widetilde{O}(\sqrt{k})} \cdotn^{O(1)}$ or $n^{O(\sqrt{k})}$ for every vertex/edge deletion problems on$H$-minor-free graphs that can be formulated as Permutation CSP Deletion or2-Conn Permutation CSP Deletion. Consequently, we obtain the firstsubexponential-time parameterized algorithms for Subset Feedback Vertex Set,Subset Odd Cycle Transversal, Subset Group Feedback Vertex Set, 2-ConnComponent Order Connectivity on $H$-minor-free graphs. For other problems whichalready have subexponential-time parameterized algorithms on $H$-minor-freegraphs (e.g., Odd Cycle Transversal, Vertex Multiway Cut, Vertex Multicut,etc.), our theorem gives much simpler algorithms of the same running time.",12/5/2024,"['polynomial', 'graphs', 'algorithms', 'theorems', 'theorem']"
Extending Robinson Spaces: Complexity and Algorithmic Solutions for  Non-Symmetric Dissimilarity Spaces,"Abstract: In this work, we extend the concept of Robinson spaces to asymmetricdissimilarities, enhancing their applicability in representing and analyzingcomplex data. Within this generalized framework, we introduce two differentproblems that extend the classical seriation problem: an optimization problemand a decision problem. We establish that these problems are NP-hard andNP-complete, respectively. Despite this complexity results, we identify severalnon-trivial instances where these problems can be solved in polynomial time,providing valuable insights into their tractability.",12/5/2024,"['polynomial', 'optimization', 'solved', 'valuable', 'insights']"
Relationship between misère NIM and two-player GOISHI HIROI,"Abstract: In combinatorial game theory, there are two famous winning conventions,normal play and mis\`ere play. Under normal play convention, the winner is theplayer who moves last and under mis\`ere play convention, the loser is theplayer who moves last. The difference makes these conventions completelydifferent, and usually, games under mis\`ere play convention is much difficultto analyze than games under normal play convention. In this study, we show aninteresting relationship between rulesets under different winning conventions;we can determine the winner of two-player GOISHI HIROI under normal playconvention by using NIM under mis\`ere play convention. We also analyzetwo-player GOISHI HIROI under mis\`ere play convention.",12/5/2024,"['winning', 'combinatorial', 'playconvention', 'games', 'winner']"
Some ergodic theorems involving Omega function and their applications,"Abstract: In this paper, we build some ergodic theorems involving function $\Omega$,where $\Omega(n)$ denotes the number of prime factors of a natural number $n$counted with multiplicities. As a combinatorial application, it is shown thatfor any $k\in \mathbb{N}$ and every $A\subset \mathbb{N}$ with positive upperBanach density, there are $a,d\in \mathbb{N}$ such that$$a,a+d,\ldots,a+kd,a+\Omega(d)\in A.$$",12/5/2024,"['mathbb', 'theorems', 'combinatorial', 'function', 'omega']"
Relations between average shortest path length and another centralities  in graphs,"Abstract: Relations between average shortest path length and average clusteringcoefficient, radiality, closeness and stress centralities were obtained forsimple graphs.",12/3/2024,"['graphs', 'radiality', 'forsimple', 'clusteringcoefficient', 'shortest']"
Relations between average clustering coefficient and another  centralities in graphs,"Abstract: Relations between average clustering coefficient and global clusteringcoefficient, local efficiency, radiality, closeness, betweenness and stresscentralities were obtained for simple graphs.",7/23/2024,"['graphs', 'clusteringcoefficient', 'radiality', 'efficiency', 'clustering']"
A sharp version of Talagrand's selector process conjecture and an  application to rounding fractional covers,"Abstract: Expectation thresholds arise from a class of integer linear programs (LPs)that are fundamental to the study of thresholds in large random systems. Anavenue towards estimating expectation thresholds comes from the fractionalrelaxation of these integer LPs, which yield the fractional expectationthresholds. Regarding the gap between the integer LPs and their fractionalrelaxations, Talagrand made a bold conjecture, that the integral and fractionalexpectation thresholds are within a constant factor of each other. In otherwords, any small fractional solution can be ``rounded''.In this paper, we prove a strong upper bound on the expectation thresholdstarting from a fractional solution supported on sets with small size. Inparticular, this resolves Talagrand's conjecture for fractional solutionssupported on sets with bounded size. Our key input for rounding the fractionalsolutions is a sharp version of Talagrand's selector process conjecture that isof independent interest.",12/4/2024,"['integer', 'fractionalrelaxations', 'fractionalsolutions', 'fractionalexpectation', 'fractionalrelaxation']"
Pin classes II: Small pin classes,"Abstract: Pin permutations play an important role in the structural study ofpermutation classes, most notably in relation to simple permutations andwell-quasi-ordering, and in enumerative consequences arising from these. Inthis paper, we continue our study of pin classes, which are permutation classesthat comprise all the finite subpermutations contained in an infinite pinpermutation. We show that there is a phase transition at $\mu\approx 3.28277$:there are uncountably many different pin classes whose growth rate is equal to$\mu$, yet only countably many below $\mu$. Furthermore, by showing that allpin classes with growth rate less than $\mu$ are essentially defined by pinpermutations that possess a periodic structure, we classify the set of growthrates of pin classes up to $\mu$.",12/4/2024,"['pinpermutations', 'pinpermutation', 'ofpermutation', '28277', 'infinite']"
The Zarankiewicz problem on tripartite graphs,"Abstract: In 1975, Bollob\'{a}s, Erd\H{o}s, and Szemer\'{e}di asked for the smallest$\tau$ such that an $n \times n \times n$ tripartite graph with minimum degree$n + \tau$ must contain $K_{t, t, t}$, conjecturing that $\tau =\mathcal{O}(n^{1/2})$ for $t = 2$. We prove that $\tau = \mathcal{O}(n^{1 -1/t})$ which confirms their conjecture and is best possible assuming the widelybelieved conjecture that $\operatorname{ex}(n, K_{t, t}) = \Theta(n^{2 -1/t})$. Our proof uses a density increment argument.We also construct an infinite family of extremal graphs.",12/4/2024,"['mathcal', '1975', 'theta', 'graphs', 'tripartite']"
The Herzog-Takayama resolution over a skew polynomial ring,"Abstract: Let $\Bbbk$ be a field, and let $I$ be a monomial ideal in the polynomialring $R=\Bbbk[x_1,\ldots,x_n]$. In her thesis, Taylor introduced a complex thatprovides a finite free resolution of $R/I$ as an $R$-module. Building on this,Ferraro, Martin and Moore extended this construction to monomial ideals in skewpolynomial rings. Since the Taylor resolution is generally not minimal,significant effort has been devoted to identifying classes of ideals withminimal free resolutions that are relatively straightforward to construct. In a1987 paper, Eliahou and Kervaire developed a minimal free resolution for aclass of monomial ideals in $R$ known as stable ideals. This result was latergeneralized to stable ideals in skew polynomial rings by Ferraro and Hardesty.In a 2002 paper, Herzog and Takayama constructed a minimal free resolution formonomial ideals with linear quotients, a broader class of ideals containingstable ideals. Their resolution reduces to the Eliahou-Kervaire resolution inthe stable case. In this paper, we generalize the Herzog-Takayama resolution toskew polynomial rings.",12/4/2024,"['polynomialring', 'polynomial', 'herzog', 'taylor', 'a1987']"
Powers of Edge Ideals with Linear Quotients,"Abstract: We prove that the powers of an edge ideal with linear quotients must alsohave linear quotients by employing a novel, easily implementable ordering ofthe minimal generators. As a consequence, we give explicit formulas for theprojective dimension and Betti numbers of the edge ideals of whisker graphs. Wealso prove that second and higher powers of the edge ideals of anticycles admitlinear quotient orderings, thus resolving an open question of Hoefel andWhieldon in the affirmative.",12/4/2024,"['graphs', 'formulas', 'novel', 'ideals', 'ordering']"
Twisted Derivations in Algebraic Number Fields,"Abstract: Let $A$ be a commutative ring with unity and $B = A[\theta]$ be an integralextension of $A$. Assume that $B$ is an integral domain with quotient field$\mathbb{K}$ and $\mathbb{E}$ is the minimal splitting field of $\theta$ over$\mathbb{K}$. Suppose $\sigma, \tau: B \rightarrow \mathbb{E}$ are twodifferent ring homomorphisms that fix $A$ element-wise. In this article, weclassify all $A$-linear maps $D: B \rightarrow \mathbb{E}$ which are $(\sigma,\tau)$-derivations. Consequently, we classify all $(\sigma, \tau)$-derivationsin certain field extensions, algebraic number fields, and their ring ofalgebraic integers. For the ring of algebraic integers, $O_{\mathbb{K}} =\mathbb{Z}[\zeta]$ of the cyclotomic number field $\mathbb{K} =\mathbb{Q}(\zeta)$ ($\zeta$ an $n^{\text{th}}$ primitive root of unity), and apair $(\sigma, \tau)$ of two different $\mathbb{Z}$-algebra endomorphisms of$O_{\mathbb{K}}$, we conjecture a necessary and sufficient condition for a$(\sigma, \tau)$-derivation $D:O_{\mathbb{K}} \rightarrow O_{\mathbb{K}}$ to beinner. This is done for two different forms of $n$: (i) $n = 2^{r}p$ ($r \in\mathbb{N}$ and $p$ an odd rational prime), and (ii) $n=p^{k}$ ($k \in\mathbb{N}$ and $p$ any rational prime). We also conjecture the existence andnon-existence of non-zero outer derivations for the above two forms of $n$,thus answering the twisted derivation problem in $O_{\mathbb{K}}$.",12/4/2024,"['algebra', 'integers', 'mathbb', 'algebraic', 'integralextension']"
"$(σ, τ)$-Derivations of Number Rings","Abstract: In this article, we study $(\sigma, \tau)$-derivations of number rings byconsidering them as commutative unital $\mathbb{Z}$-algebras. We begin bycharacterizing all $(\sigma, \tau)$-derivations and inner $(\sigma,\tau)$-derivations of the ring of algebraic integers of a quadratic numberfield. Then we characterize all $(\sigma, \tau)$-derivations of the ring ofalgebraic integers $\mathbb{Z}[\zeta]$ of a $p^{\text{th}}$-cyclotomic numberfield $\mathbb{Q}(\zeta)$ ($p$ odd rational prime and $\zeta$ a primitive$p^{\text{th}}$-root of unity). We also conjecture (using SAGE and MATLAB) an\enquote{if and only if} condition for a $(\sigma, \tau)$-derivation $D$ on$\mathbb{Z}[\zeta]$ to be inner. We further characterize all $(\sigma,\tau)$-derivations and inner $(\sigma, \tau)$-derivations of the bi-quadraticnumber ring $\mathbb{Z}[\sqrt{m}, \sqrt{n}]$ ($m$, $n$ distinct square-freerational integers). In each of the above cases, we also determine the rank andan explicit basis of the derivation algebra consisting of all $(\sigma,\tau)$-derivations of the number ring.",12/4/2024,"['algebras', 'integers', 'algebra', 'quadraticnumber', 'quadratic']"
Algebraic properties of Indigenous semirings,"Abstract: In this paper, we introduce Indigenous semirings and show that they areexamples of information algebras. We also attribute a graph to them and discusstheir diameters, girths, and clique numbers. Then, we proceed to investigatetheir algebraic properties (including ideal theory). We also characterize unitsand idempotent elements of formal power series over Indigenous semirings.",12/3/2024,"['algebras', 'graph', 'algebraic', 'numbers', 'discusstheir']"
Test properties of some Cohen-Macaulay modules and criteria for local  rings via finite vanishing of (co)homologies,"Abstract: In this article, we deduce test properties, in the sense of finitely manyvanishing of Ext or Tor, of CM (Cohen-Macaulay) modules whose multiplicity andnumber of generators (resp., type) are related by certain inequalities. Weapply these test behaviour, along with other results, to characterize variouskinds of local rings, including hypersurface rings of multiplicity at most two,via finite vanishing of Ext or Tor involving such CM modules. As furtherapplications, we verify the long-standing (Generalized) Auslander-ReitenConjecture for every CM module of minimal multiplicity.",12/2/2024,"['furtherapplications', 'reitenconjecture', 'multiplicity', 'rings', 'deduce']"
Quasilifting of hulls and depth of tensor product of modules,"Abstract: We use a quasilift type construction to obtain some bounds on the depth ofthe tensor product of certain modules over a local $\mathcal{TE}$ ring. Werecover a result of Celikbas, Sadeghi, and Takahashi for local completeintersection rings. Some general conditions for lifting hulls andapproximations are also studied.",12/2/2024,"['mathcal', 'tensor', 'quasilift', 'andapproximations', 'studied']"
Uniformly dominant local rings and Orlov spectra of singularity  categories,"Abstract: We define a uniformly dominant local ring as a commutative noetherian localring with an integer r such that the residue field is built from any nonzeroobject in the singularity category by direct summands, shifts and at most rmapping cones. We find sufficient conditions for uniform dominance, by which weshow Burch rings and local rings with quasi-decomposable maximal ideal areuniformly dominant. For a uniformly dominant excellent equicharacteristicisolated singularity, we get an upper bound of the Orlov spectrum of thesingularity category. We prove uniform dominance is preserved under basicoperations, and give techniques to construct uniformly dominant local rings. Anapplication of our methods to local rings with decomposable maximal ideal isprovided as well.",12/1/2024,"['commutative', 'equicharacteristicisolated', 'maximal', 'integer', 'basicoperations']"
Goldbach Theorems for Group Semidomains,"Abstract: A semidomain is a subsemiring of an integral domain. We call a semidomain $S$additively reduced if $0$ is the only invertible element of the monoid $(S,+)$, while we say that $S$ is additively Furstenberg if every non-invertibleelement of $(S,+)$ can be expressed as the sum of an atom and an element of$S$. In this paper, we study a variant of the Goldbach conjecture within theframework of group semidomains $S[G]$ and group series semidomains$S[\![G]\!]$, where $S$ is both an additively reduced and additivelyFurstenberg semidomain and $G$ is a torsion-free abelian group. In particular,we show that every non-constant polynomial expression in $S[G]$ can be writtenas the sum of at most two irreducibles if and only if the condition$\mathscr{A}_+(S) = S^\times$ holds.",11/30/2024,"['additivelyfurstenberg', 'abelian', 'polynomial', 'mathscr', 'additively']"
The linkage class of a grade three complete intersection,"Abstract: Working over a field of characteristic zero, we give structure theorems forall grade three licci ideals and their minimal free resolutions. In particular,we completely classify such ideals up to deformation. The descriptions of theirresolutions extend earlier results by Buchsbaum-Eisenbud, Brown, and Sanchez.Our primary tool is the theory of higher structure maps originating from thestudy of generic free resolutions of length three.",11/30/2024,"['theorems', 'maps', 'eisenbud', 'generic', 'buchsbaum']"
Regularity of deficiency modules through spectral sequences,"Abstract: The main goal of this paper is to obtain upper bounds for the regularity ofgraded deficiency modules in the spirit of the one obtained by Kumini--Murai inthe monomial case building upon the spectral sequence formalism developed by\`Alvarez Montaner, Boix and Zarzuela. This spectral sequence formalism allowsus not only to recover Kumini--Murai's upper bound for monomial ideals, butalso to extend it for other types of rings, which include toric face rings andsome binomial edge rings, producing to the best of our knowledge new upperbounds for the regularity of graded deficiency modules of this type of rings.",11/27/2024,"['ideals', 'upperbounds', 'formalism', 'rings', 'extend']"
Ranks of matrix factorizations and sheaf cohomology,"Abstract: Buchweitz-Greuel-Schreyer conjectured in 1987 a lower bound on the ranks ofmatrix factorizations over certain local hypersurface rings. We study a gradedversion of this conjecture, and we show that it implies a novel conjectureconcerning the cohomology of sheaves over non-Fano projective hypersurfaces.",12/2/2024,"['conjectureconcerning', 'conjectured', 'novel', 'cohomology', 'conjecture']"
Flattening and algebrisation,"Abstract: To, say, a proper algebraic or holomorphic space $X/S$, and a coherent sheaf${\mathcal F}$ on $X$ we identify a functorial ideal, the fitted flatifier,blowing up sequentially in which leads to a flattening of the proper transformof ${\mathcal F}$. As such, this is a variant on theorems of Raynaud \&Hironaka, but it's functorial nature allows its application to a flatteningtheorem for formal algebraic spaces or Artin champs, where we apply it to proveclose to optimal algebrisation theorems for formal deformations. En passant wegive an example of an adic Noetherian formal scheme whose nil radical is notcoherent.",12/1/2024,"['algebraic', 'theorems', 'mathcal', 'proveclose', 'flatteningtheorem']"
The transcendence degree of the reals over certain set-theoretical  subfields,"Abstract: It is a well-known result that, after adding one Cohen real, thetranscendence degree of the reals over the ground-model reals is continuum. Weextend this result for a set $X$ of finitely many Cohen reals, by showing that,in the forcing extension, the transcendence degree of the reals over acombination of the reals in the extension given by each proper subset of $X$ isalso maximal. This answers a question of Kanovei and Schindler.",11/30/2024,"['acombination', 'continuum', 'thetranscendence', 'transcendence', 'maximal']"
Positioned and primary positioned $\mathcal{C}$-semigroups,"Abstract: Let $\mathcal{C}$ be a positive integer cone and $k\in \mathcal{C}$. A$\mathcal{C}$-semigroup $S$ is $k$-positioned if for every $h\in\mathcal{C}\setminus S$ we have that $k-h$ belongs to $S$. In this work, wefocus on this family of semigroups and introduce primary positioned$\mathcal{C}$-semigroups, characterizing a subfamily of them through theperspective of irreducibility. Furthermore, we provide some procedures tocompute all such semigroups, describing a family of graphs containing all theprimary positioned $\mathcal{C}$-semigroups for a fixed $k\in \mathcal{C}$.",11/30/2024,"['mathcal', 'integer', 'tocompute', 'graphs', 'wefocus']"
Indivisible Sequences and Descendability,"Abstract: We introduce the notion of indivisible sequences and show that to anyindivisible sequence $\{S, \Psi: S \to R\}$ we can associate faithfully flatring maps $R \to R'$ that are not descendable. As a corollary, we obtain thefirst example of a faithfully flat ring map between $\aleph_{n-1}$-countablerings that has descendability exponent $n$, and indeed a faithfully flat ringmap between $\aleph_{\omega}$-countable rings that is not descendable.",11/29/2024,"['countablerings', 'ringmap', 'countable', 'aleph_', 'corollary']"
On the Rich Landscape of Complete Intersection Monomial Curves,"Abstract: The aim of this survey is to explore complete intersection monomial curvesfrom a contemporary perspective. The main goal is to help readers understandthe intricate connections within the field and its potential applications. Theproperties of any monomial curve singularity will be first reviewed,highlighting the interaction between combinatorial and algebraic properties.Next, we will revisit the two main characterizations of complete intersectionmonomial curves. One is based on deep algebraic properties given by Herzog andKunz in 1971, while the other is based on a combinatorial approach given byDelorme in 1976. Our aim is to bridge the gap between these perspectivespresent in the current literature. Then, we will focus on recent advances thatshow an intriguing connection between numerical semigroups and Alexanderpolynomials of knots. Finally, we will revisit the deformation theory of thesecurves and provide an answer to a question posed by Buchweitz and Greuelregarding curve deformations.",11/28/2024,"['combinatorial', 'algebraic', 'intersectionmonomial', 'herzog', 'alexanderpolynomials']"
On the perturbations of Noetherian local domains,"Abstract: We study how the properties of being reduced, integral domain, and normal,behave under small perturbations of the defining equations of a noetherianlocal ring. It is not hard to show that the property of being a local integraldomain (reduced, normal ring) is not stable under small perturbations ingeneral. We prove that perturbation stability holds in the followingsituations: (1) perturbation of being an integral domain for factorialexcellent Henselian local rings; (2) perturbation of normality for excellentlocal complete intersections containing a field of characteristic zero; and (3)perturbation of reducedness for excellent local complete intersectionscontaining a field of characteristic zero, and for factorial Nagata localrings.",11/28/2024,"['equations', 'reducedness', 'reduced', 'intersectionscontaining', 'factorialexcellent']"
Generalizations of Some Inequalities of the Polar Derivatives of  Polynomials,"Abstract: The main purpose of this paper is to present the generalization of theinequalities between the modulus of the polar derivative and the polynomialitself, depending on consideration of the zeros inside and outside of a closeddisk and the extremal coefficient position of the underlying polynomial.",12/5/2024,"['polynomial', 'polynomialitself', 'closeddisk', 'generalization', 'theinequalities']"
Characterizing the range of the complex Monge-Ampère operator,"Abstract: In this article, we solve the complex Monge-Amp\`ere equation for measureswith a pluripolar part in compact K\""ahler manifolds. This result generalizesthe classical results obtained by Cegrell in bounded hyperconvex domains. Wealso discuss the properties of the complex Monge--Amp\`ere operator in somespecial cases.",12/4/2024,"['manifolds', 'classical', 'hyperconvex', 'equation', 'amp']"
Kähler-Ricci solitons on bounded pseudoconvex domains,"Abstract: Let $\Omega$ be a bounded pseudoconvex domain in $\mathbb{C}^n$ equipped witha complete $C^2$ K\""ahler metric $g$ such that the Ricci curvature is strictlynegative outside a compact subset. We prove that if $g$ is a K\""ahler-Riccisoliton, then it is K\""ahler-Einstein. Several examples are given asapplications.",12/4/2024,"['mathbb', 'einstein', 'riccisoliton', 'curvature', 'metric']"
Automorphisms of subalgebras of bounded analytic functions,"Abstract: Let $H^\infty$ denotes the algebra of all bounded analytic functions on theunit disk. It is well-known that every (algebra) automorphism of $H^\infty$ isa composition operator induced by disc automorphism. Maurya et al., (J. Math.Anal. Appl. 530 : Paper No: 127698, 2024) proved that every automorphism of thesubalgebras $\{f\in H^\infty : f(0) = 0\}$ or $\{f\in H^\infty : f'(0) = 0\}$is a composition operator induced by a rotation. In this article, we give verysimple proof of their results. As an interesting generalization, for any$\psi\in H^\infty$, we show that every automorphism of $\psi H^\infty$ must bea composition operator and characterize all such composition operators. Usingthis characterization, we find all automorphism of $\psi H^\infty$ for fewchoices of $\psi$ with various nature depending on its zeros.",12/4/2024,"['algebra', 'math', '2024', '127698', 'maurya']"
Reverse Carleson measures for spaces of analytic functions,"Abstract: Let $X$ be a quasi-Banach space of analytic functions in the unit disc andlet $q>0$. A finite positive Borel measure $\mu$ in the closed unit disc$\overline{\mathbb{D}}$ is called a $q$-reverse Carleson measure for $X$ if andonly if there exists a constant $C>0$ such that $$\|f\|_{X}\leq C\|f\|_{L^q(\overline{\mathbb D},d\mu)} $$ for all $f\in X\capC(\overline{\mathbb D})$. We fully characterize the $q$-reverse Carlesonmeasures with all $q>0$ for Hardy spaces $H^p(\mathbb D)$ with all $0<p\leq\infty$, for the space $\mathrm{BMOA}(\mathbb D)$ and for the Bloch space. Inaddition, we describe $q$-reverse Carleson measures for the holomorphicTriebel--Lizorkin spaces $HF_0^{q,r}$ and the holomorphic Besov spaces$HB_0^{q,r}$. Related results are obtained for the Hardy spaces and certainholomorphic Triebel--Lizorkin spaces in the unit ball of $\mathbb{C}^d$.",12/3/2024,"['mathbb', 'hb_0', 'hf_0', 'holomorphictriebel', 'mathrm']"
A note on Stević-Sharma type operators between Bergman spaces with  doubling weights,"Abstract: Using some estimates in [J. Funct. Anal. {\bf 278}(2020), Article No.108401], we completely characterized the boundedness and compactness of theStevi\'c-Sharma type operators with different weights and different compositionsymbols between Bergman spaces induced by two-sides doubling weights.",12/3/2024,"['108401', 'doubling', '278', '2020', 'weights']"
Bigness of adjoint linear subsystem and approximation theorems with  ideal sheaves on weakly pseudoconvex manifolds,"Abstract: Let $X$ be a weakly pseudoconvex manifold and $L\longrightarrow X$ be aholomorphic line bundle with a singular positive Hermitian metric $h$. In thisarticle, we provide a points separation theorem and an embedding for theadjoint linear subsystem including the multiplier ideal sheaf$\mathscr{I}(h^m)$, with respect to an appropriate set excluding a singularlocus of $h$. We also show that the adjoint bundle of $L$ is big. To handleanalytical methods, we first establish an approximation of singular Hermitianmetrics on relatively compact subsets from Demailly's approximation thatpreserves ideal sheaves and is compatible with blow-ups. Using the blow-upsobtained from this approximation, we provide the embedding and big-ness for theadjoint bundle $K_X\otimes L^{\otimes m}\otimes\mathscr{I}(h^m)$ on eachsublevel set $X_c$, and a singular holomorphic Morse inequality including idealsheaves. Furthermore, we establish the approximation theorem for holomorphicsections of the adjoint bundle including the multiplier ideal sheaf, i.e.$K_X\otimes L\otimes\mathscr{I}(h)$, as a key result in the process ofglobalizing. Using these results, we can achieve points separation on each$X_c\setminus Z_c$, where $Z_c$ is an analytic subset obtained as a singularlocus of the approximation, and then globalize this to provide embeddings.Finally, as an application of this blow-ups, we present a global singularNakano vanishing theorem.",12/2/2024,"['mathscr', 'theorem', 'hermitianmetrics', 'holomorphicsections', 'manifold']"
Analog of Menchov-Trokhimchuk theorem for monogenic functions in  subspace of the three-dimensional commutative algebra,Abstract: The aim of this work is to weaken the conditions of monogenity for functionsthat take values in subspaces of one concrete three-dimensional commutativealgebras over the field of complex numbers. The monogenity of the functionunderstood as a combination of its continuity with the existence of a Gatoderivative.,12/2/2024,"['functionunderstood', 'weaken', 'commutativealgebras', 'monogenity', 'abstract']"
"Backtracking New Q-Newton's method for finding roots of meromorphic  functions in 1 complex variable: Global convergence, and local  stable/unstable curves","Abstract: In this paper, we research more in depth properties of Backtracking NewQ-Newton's method (recently designed by the third author), when used to findroots of meromorphic functions.If $f=P/Q$, where $P$ and $Q$ are polynomials in 1 complex variable z with$deg (P)>deg (Q)$, we show the existence of an exceptional set$\mathcal{E}\subset\mathbf{C}$, which is contained in a countable union of realanalytic curves in $\mathbf{R}^2=\mathbf{C}$, so that the following statementsA and B hold. Here, $\{z_n\}$ is the sequence constructed by BNQN with aninitial point $z_0$, not a pole of $f$.A) If $z_0\in\mathbb{C}\backslash\mathcal{E}$, then $\{z_n\}$ converges to aroot of $f$.B) If $z_0\in \mathcal{E}$, then $\{z_n\}$ converges to a critical point -but not a root - of $f$.Experiments seem to indicate that in general, even when $f$ is a polynomial,the set $\mathcal{E}$ is not contained in a finite union of real analyticcurves. We provide further results relevant to whether locally $\mathcal{E}$ iscontained in a finite number of real analytic curves. A similar result holdsfor general meromorphic functions. Moreover, unlike previous work, here we donot require that the parameters of BNQN are random, or that the meromorphicfunction $f$ is generic.Based on the theoretical results, we explain (both rigorously andheuristically) of what observed in experiments with BNQN, in previous works bythe authors. The dynamics of BNQN seems also to have some similarities (anddifferences) to the classical Leau-Fatou's flowers.",12/3/2024,"['polynomials', 'mathbf', 'analyticcurves', 'mathcal', 'polynomial']"
On the zeros of certain composite polynomials and an operator preserving  inequalities,"Abstract: If all the zeros of $n$th degree polynomials $f(z)$ and $g(z) =\sum_{k=0}^{n}\lambda_k\binom{n}{k}z^k$ respectively lie in the cricularregions $|z|\leq r$ and $|z| \leq s|z-\sigma|$, $s>0$, then it was proved byMarden \cite[p. 86]{mm} that all the zeros of the polynomial $h(z)=\sum_{k=0}^{n}\lambda_k f^{(k)}(z) \frac{(\sigma z)^k}{k!}$ lie in the circle$|z| \leq r ~ \max(1,s)$. In this paper, we relax the condition that $f(z)$ and$g(z)$ are of the same degree and instead assume that $f(z)$ and $g(z)$ arepolynomials of arbitrary degree $n$ and $m$ respectively, $m\leq n,$ and obtaina generalization of this result. As an application, we also introduce a linearoperator which preserve Bernstein type polynomial inequalities.",12/2/2024,"['polynomials', 'lambda_k', 'polynomial', 'linearoperator', 'sum_']"
On Visser's inequality concerning coefficient estimates for a polynomial,"Abstract: If $P(z)=\sum_{j=0}^{n}a_jz^j$ is a polynomial of degree $n$ having no zeroin $|z|<1,$ then it was recently proved that for every $p\in[0,+\infty]$ and$s=0,1,\ldots,n-1,$ \begin{align*}\left\|a_nz+\frac{a_s}{\binom{n}{s}}\right\|_{p}\leq\frac{\left\|z+\delta_{0s}\right\|_p}{\left\|1+z\right\|_p}\left\|P\right\|_{p},\end{align*} where $\delta_{0s}$ is the Kronecker delta. In this paper, weconsider the class of polynomials having no zero in $|z|<\rho,$ $\rho\geq 1$and obtain some generalizations of above inequality.",11/29/2024,"['polynomial', 'polynomials', 'a_nz', '_p', 'delta_']"
